id_poliza,numero_poliza,id_cliente,tipo_cliente,documento_cliente,nombre_cliente,segmento,canal_origen,intermediario_id,intermediario_nombre,linea_negocio,producto,plan,moneda,suma_asegurada,deducible,coberturas_clave,fecha_inicio_vigencia,fecha_fin_vigencia,ciclo,estado_poliza,renovable,fecha_renovacion_estimada,estado_renovacion,motivo_no_renovacion,prima_neta,impuestos,prima_total,forma_pago,frecuencia_pago,estado_pago,dias_mora,valor_en_mora,fecha_ultimo_pago,numero_siniestros_12m,valor_siniestros_12m,ratio_siniestralidad_12m,score_riesgo,score_renovacion,categoria_prioridad,asesor_asignado_id,asesor_asignado_nombre,fecha_ultima_gestion,resultado_ultima_gestion,proxima_accion,fecha_proxima_accion,observaciones,telefono_cliente,email_cliente,ciudad_cliente,departamento_cliente,created_at,updated_at,fuente_dato,version_registro,antiguedad_cliente_meses,valor_total_primas_cliente,n_polisas_activas_cliente,lifetime_value_estimado,prob_churn,motivo_riesgo_churn,fecha_envio_cotizacion,fecha_respuesta_cliente,estado_cotizacion,competidor_reportado,descuento_ofrecido_pct,incremento_prima_pct,razon_ajuste_prima,metodo_recaudo,banco_recaudo,referencia_recaudo,promesa_pago_fecha,promesa_pago_valor,cobranza_etapa,cobranza_ult_gestion_fecha,cobranza_ult_resultado,semáforo_vencimiento,dias_para_vencimiento,ventana_renovacion_dias,kpi_retencion_cliente,kpi_retencion_producto,kpi_retencion_asesor,kpi_tiempo_promedio_renovacion_dias,kpi_contactabilidad,kpi_tasa_mora,kpi_siniestros_promedio_12m,kpi_ratio_siniestralidad_producto,riesgo_fraude_score,riesgo_fraude_flag,riesgo_cobertura_inadecuada_flag,nps_ultimo,csat_ultimo,quejas_12m,pqr_12m,reclamos_12m,canal_preferido_contacto,horario_preferido_contacto,idioma_preferido,consentimiento_marketing,consentimiento_whatsapp,consentimiento_email,broker_score,broker_tipo,broker_comision_pct,broker_comision_valor,campaña_actual,lead_source,utm_source,utm_medium,utm_campaign,ultima_interaccion_canal,ultima_interaccion_fecha,ultima_interaccion_detalle,sla_respuesta_horas,sla_cumplido_flag,prioridad_operativa,estado_documentacion,documentos_faltantes,fecha_ultima_actualizacion_docs,tipo_factura,numero_factura,fecha_factura,fecha_venc_factura,anexo_renovacion_flag,fecha_emision_anexo,motivo_anexo,usuario_aprueba_anexo,riesgo_operacional_flag,riesgo_operacional_detalle,alertas_activas,alerta_principal,geoloc_lat,geoloc_lon,zona_riesgo_geo,indice_climatico_zona,canal_pago_preferido,autopago_flag,autopago_fecha_activacion,ticket_soporte_abierto_flag,ticket_soporte_id,ticket_soporte_estado,custom_field_001,custom_field_002,custom_field_003,custom_field_004,custom_field_005,custom_field_006,custom_field_007,custom_field_008,custom_field_009,custom_field_010,custom_field_011,custom_field_012,custom_field_013,custom_field_014,custom_field_015,custom_field_016,custom_field_017,custom_field_018,custom_field_019,custom_field_020,custom_field_021,custom_field_022,custom_field_023,custom_field_024,custom_field_025,custom_field_026,custom_field_027,custom_field_028,custom_field_029,custom_field_030,custom_field_031,custom_field_032,custom_field_033,custom_field_034,custom_field_035,custom_field_036,custom_field_037,custom_field_038,custom_field_039,custom_field_040,custom_field_041,custom_field_042,custom_field_043,custom_field_044,custom_field_045,custom_field_046,custom_field_047,custom_field_048,custom_field_049,custom_field_050,custom_field_051,custom_field_052,custom_field_053,custom_field_054,custom_field_055,custom_field_056,custom_field_057,custom_field_058,custom_field_059
POL2XVXITIFXZ,5102384-83,CLI7LGUUW0580,jurídica,885954027,Empresa López S.A.S.,PYME,Digital,,,Hogar,Hogar Total,Silver,COP,4563300.0,10%,basica,2025-04-23,2025-07-22,trimestral,cancelada,no,,,,2251900.0,387500.0,2639400.0,financiado,mensual,al_dia,0,0.0,2026-01-01,0,0.0,0.0,71,54,A,ASES004,Carlos Díaz,2026-01-03,no_contactado,llamar,2026-02-09,Cliente solicita ajuste de cobertura,+573330778431,empresa.lopez35@example.com,Bucaramanga,Santander,2025-03-21,2026-01-07,batch_import,1,21,3371000.0,2,9214500.0,0.0,,,,,,0.0,0.0398,Ajuste técnico,Transferencia,,RECZE6V4UAUP,,0.0,normal,,,rojo,-183,45,0.8932,0.735,0.8318,6,0.9408,0.1143,1.616,0.3765,17,no,sí,41,98,0,1,0,llamada,,en,sí,no,no,74,,0.0,0.0,Cross-sell,referido,meta,cpc,q1_2026,llamada,2025-12-02,soporte,51,no,baja,en_revision,cedula,2025-11-12,electrónica,FACG5JTV75SS,2025-11-10,2025-12-18,no,,,,sí,datos_inconsistentes,4,docs,7.991988,-75.994978,baja,0.4878,Débito,no,,sí,TCK2723BA9INC,cerrado,0.777,1533,,,9615,393,,,,0.8622,,,0.3139,0.538,7702,,8189,,flag_no,,2486,,,0.8401,tag_b,,0.9895,,,0.8895,1899,,,,,,7315,,,8669,0.3715,flag_no,flag_no,,7068,,,,,4939,0.1952,,0.4894,,,,0.7416,8598,
POL0X2HYVEZRA,2630209-39,CLIKE4VZN8Z4C,natural,314682875,Mariana García,PYME,Digital,,,Salud,Salud Complementaria,Silver,COP,2641000.0,$1.000.000,premium,2025-02-22,2026-02-22,anual,vigente,sí,2026-02-22,en_gestion,,260800.0,38400.0,299200.0,financiado,mensual,al_dia,0,0.0,2026-01-05,1,0.0,0.0,50,83,B,ASES002,Juan Pérez,2026-01-20,interesado,llamar,2026-01-26,Cliente solicita ajuste de cobertura,+573204823163,mariana.garcia55@example.com,Cali,Valle del Cauca,2025-09-26,2026-01-17,crm,3,11,944300.0,5,1181800.0,0.1169,,,,,,0.0,-0.0431,Cambio cobertura,PSE,Banco de Bogotá,RECEWRUKFWPZ,,0.0,normal,,,amarillo,32,45,0.9382,0.6732,0.8552,5,0.5917,0.073,0.396,0.133,22,no,no,0,71,0,1,0,whatsapp,noche,en,sí,no,no,75,,0.0,0.0,Renueva 2026,referido,linkedin,cpc,renewals,whatsapp,2026-01-14,consulta renovación,47,no,media,incompleta,,2025-09-26,,,,,no,,,,no,,3,docs,7.634516,-74.807065,alta,0.6447,PSE,no,,no,,,,0.8257,,0.2857,,,,,,0.9271,,,0.9699,6759,1644,,,tag_b,,,,,0.5713,7336,,1772,flag_si,,,,,,,,,,0.143,,,,,0.3745,,406,,,,0.7977,7320,,,,,,,,3282,2565,0.3674
POL8WACEQRQ6B,5407277-84,CLIMCIE4ACJOD,natural,1659853042,Valentina Torres,PYME,Broker,BRKS3TGDBFX,Broker Andes,Hogar,Hogar Básico,Gold,COP,4292000.0,$1.000.000,basica,2025-09-19,2026-09-19,anual,vigente,sí,2026-09-19,aceptada,,1730500.0,284100.0,2014600.0,recaudo,mensual,al_dia,0,0.0,2026-01-21,2,0.0,0.0,35,76,C,ASES003,Diana Rojas,2026-01-06,contactado,visita,2026-01-27,Cliente solicita ajuste de cobertura,+573072955065,valentina.torres92@example.com,Bucaramanga,Santander,2025-04-11,2025-12-29,broker,1,88,3226200.0,4,6707600.0,0.229,,2026-01-20,2026-01-13,enviada,,0.0733,0.0855,,Efectivo,,REC37OV9WXHV,,0.0,normal,,,verde,241,45,0.7451,0.7232,0.8605,8,0.3443,0.0,0.397,0.3124,18,no,sí,37,65,0,2,0,,,es,sí,sí,no,57,empresa,0.0968,167500.0,Winback,referido,meta,organic,brand,portal,2026-01-10,pago,66,no,baja,en_revision,,2025-12-15,,,,,sí,2025-11-04,,u_admin,sí,datos_inconsistentes,1,siniestro,4.216389,-74.97922,alta,0.3512,Débito,sí,2025-10-04,no,,,,9364,,,NA,,,,flag_si,8806,,4747,NA,,0.4873,,,,,,,,tag_a,,3819,7214,tag_a,,,,0.43,,,,,,0.5969,0.9996,,,1499,0.7694,2585,,,0.3979,,,9169,0.8276,,6424,7817,819,,3757,4237,0.1707,
POLU4XXGX57ZK,7313511-59,CLIXGK6YULND7,jurídica,993368804,Empresa López S.A.S.,Masivo,Broker,BRKX5ZJ2O4Q,Broker Integral,Pyme,Pyme Integral,A,COP,4347900.0,0,ampliada,2024-03-18,2024-09-14,semestral,vencida,sí,2024-09-14,en_gestion,,1754500.0,229300.0,1983800.0,recaudo,trimestral,al_dia,0,0.0,2025-12-03,2,0.0,0.0,43,62,B,ASES002,Juan Pérez,2026-01-11,interesado,whatsapp,2026-01-29,Revisar mora,+573656919472,empresa.lopez55@example.com,Cali,Valle del Cauca,2025-07-02,2026-01-06,crm,5,6,10715800.0,2,37135900.0,0.1868,,,,,,0.0,0.1729,Cambio cobertura,Efectivo,,RECTA882JOZI,,0.0,normal,,,rojo,-494,45,0.7548,0.7354,0.9255,7,0.8944,0.0908,0.863,0.1497,21,no,no,32,96,0,0,0,,mañana,en,sí,no,sí,67,persona,0.0543,95300.0,Renueva 2026,,meta,email,renewals,llamada,2025-12-07,cambio cobertura,14,sí,alta,completa,,2025-11-22,,,,,no,,,,sí,datos_inconsistentes,1,vencimiento,4.899828,-77.227121,baja,0.7246,Tarjeta,no,,sí,TCKO2Z6M81RJW,,,0.2369,8957,,0.6774,,,0.5658,,,,,0.9291,,,,,,,,,4079,9531,,7214,,,1479,,5137,0.3873,,,,2958,,7827,flag_no,6250,0.0662,,,,,3720,0.0192,,0.8269,0.5247,,,,2060,,5368,,,,
POLLPF37L5RPT,1489629-83,CLIB79YJ65WPO,natural,1659279009,Mariana Gómez,Masivo,Digital,,,Pyme,Pyme Integral,B,COP,28864900.0,$1.000.000,premium,2025-07-23,2026-07-23,anual,vigente,sí,2026-07-23,pendiente,,1093200.0,141200.0,1234400.0,recaudo,mensual,en_mora,48,236900.0,2025-12-01,0,0.0,0.0,64,66,C,ASES004,Carlos Díaz,2026-01-13,no_contactado,enviar_cotizacion,2026-02-01,Enviar propuesta,+573237009909,mariana.gomez25@example.com,Cali,Valle del Cauca,2025-03-13,2026-01-19,batch_import,1,89,5287200.0,3,11223900.0,0.2634,servicio,,,,,0.0,0.1392,IPC,PSE,Banco de Bogotá,RECWVM7A7P4E,2026-01-24,153300.0,jurídica,2026-01-08,pago_parcial,verde,183,45,0.7717,0.767,0.7252,7,0.8295,0.1027,1.02,0.1957,29,no,sí,8,60,3,0,0,whatsapp,mañana,es,sí,no,sí,87,,0.0,0.0,Winback,,,cpc,q1_2026,whatsapp,2026-01-15,cambio cobertura,67,no,media,incompleta,certificado_bancario,2025-11-11,electrónica,FACHCU5M767J,2026-01-04,2026-02-09,no,,,,sí,,0,,10.706883,-77.443435,baja,0.716,PSE,sí,2025-12-25,sí,TCKTI1RIMVN1B,cerrado,,3810,,0.0618,,0.0924,flag_si,,tag_a,,,5546,3224,0.1628,,,,tag_b,,,0.5952,8048,1390,,0.1505,,,2725,,,0.9681,6217,1192,0.4467,,,,0.5015,,0.2467,flag_si,,3184,,3760,,,0.471,,0.6619,,,,,flag_si,,6493,,
POLHZTAY12YIV,3467652-78,CLI78JP3HTNCV,natural,1110568909,Mariana Torres,Masivo,Broker,BRKJ21TELO9,Broker Capital,Pyme,Pyme Multirriesgo,Gold,COP,34974700.0,0,basica,2025-03-22,2026-03-22,anual,vigente,sí,2026-03-22,en_gestion,,2555100.0,382700.0,2937800.0,contado,mensual,al_dia,0,0.0,2025-11-17,1,1021200.0,0.3476,65,76,C,ASES002,Juan Pérez,2025-12-14,contactado,visita,2026-02-01,,+573274294621,mariana.torres69@example.com,Cartagena,Bolívar,2025-04-10,2026-01-01,crm,5,49,13373900.0,2,24286200.0,0.2563,mora,,,,,0.0,0.0799,Siniestralidad,Transferencia,Bancolombia,RECJQENBD0V0,,0.0,normal,,,verde,60,45,0.815,0.6049,0.8946,3,0.4986,0.1209,0.761,0.0484,21,no,no,17,52,3,1,0,,tarde,es,sí,no,sí,47,persona,0.1777,454000.0,,web,,organic,renewals,llamada,2025-12-19,,7,sí,baja,en_revision,,2025-09-25,electrónica,FACGE3AI6AYN,2025-11-27,2025-12-31,sí,2026-01-16,actualizacion_datos,,no,,0,,4.47706,-75.618408,baja,0.43,,sí,2025-08-23,sí,TCKN2K7IT7XXD,abierto,,0.9024,0.344,,0.733,,,6212,,,,7141,,0.6587,,,,0.9316,,,0.821,3683,flag_si,0.5666,,,9690,,687,,,0.657,0.8984,,,,,,6639,,252,,,8520,0.3995,7741,,7951,0.3268,,,0.0108,,,0.8266,6177,,2072,
POL6NFCQML8QQ,2513511-95,CLI4WU3GA9TA7,natural,647368557,Andrés Rojas,PYME,Directo,,,Autos,Auto Full,Gold,COP,4464600.0,0,premium,2024-05-07,2024-06-06,mensual,vencida,no,,,,1517400.0,240700.0,1758100.0,contado,anual,al_dia,0,0.0,2025-11-05,1,515400.0,0.2932,82,74,B,ASES005,María Torres,2025-12-27,no_contactado,enviar_cotizacion,2026-01-30,Cliente solicita ajuste de cobertura,+573646524846,andres.rojas24@example.com,Barranquilla,Atlántico,2025-07-14,2026-01-06,core,3,14,8995400.0,3,24884300.0,0.1886,,,,,,0.0,-0.0022,Siniestralidad,Transferencia,BBVA,RECSCBZ95ZN6,,0.0,normal,,,rojo,-594,45,0.7869,0.9788,0.879,4,0.7529,0.0162,1.241,0.1452,0,no,sí,40,64,0,1,1,,tarde,es,no,sí,no,71,,0.0,0.0,,web,google,cpc,q1_2026,portal,2026-01-07,soporte,53,no,media,completa,,2025-11-24,electrónica,FACHE4QGFULZ,2025-12-17,2025-12-27,sí,2026-01-10,,u_operaciones,sí,datos_inconsistentes,3,vencimiento,10.868538,-76.07181,baja,0.9697,Débito,no,,sí,TCKO772NRCMUZ,abierto,0.8207,0.4774,,0.3508,,,,0.3626,3725,tag_b,,3270,,,0.8057,240,,,0.3282,0.2091,8260,5116,5361,3719,0.0847,,7673,,3495,0.4667,,,,flag_si,,8432,tag_b,,,,,0.4821,0.8409,,,,0.2212,6607,,,,,tag_a,,,0.381,,0.8084,
POLG2N968K6TL,1890416-67,CLI0QVHZJKTHK,natural,1523305804,Mariana Gómez,PYME,Digital,,,Pyme,Pyme Multirriesgo,Gold,COP,5049300.0,$500.000,basica,2025-05-25,2026-05-25,anual,vigente,sí,2026-05-25,en_gestion,,1294600.0,188400.0,1483000.0,contado,mensual,al_dia,0,0.0,2025-12-26,0,0.0,0.0,62,58,C,ASES005,María Torres,2026-01-10,contactado,whatsapp,2026-01-23,Pendiente documentos,+573422489000,mariana.gomez47@example.com,Bogotá,Cundinamarca,2025-02-03,2026-01-21,crm,3,60,7258600.0,4,10292200.0,0.2203,,,,,,0.0,0.096,Ajuste técnico,Efectivo,Bancolombia,RECBWLA9DI89,,0.0,normal,,,verde,124,45,0.8413,0.6993,0.8526,11,0.6475,0.0896,0.0,0.4359,16,no,sí,94,78,0,0,0,email,,en,sí,no,sí,62,,0.0,0.0,,,linkedin,organic,brand,email,2025-12-08,consulta renovación,23,sí,alta,completa,,2025-10-28,electrónica,FACG626M8A41,2025-10-24,2025-11-06,sí,2025-12-12,actualizacion_datos,u_comercial,sí,recaudo,2,,10.769207,-74.407962,media,0.7148,Transferencia,no,,sí,TCKPB4DPGEVBM,cerrado,,3542,flag_si,,0.8336,,,,,,,4656,,,1536,tag_a,0.8147,2855,tag_a,,0.6118,0.3735,5578,,,,,NA,flag_si,6517,8970,,,7823,,0.2553,0.1059,NA,,3568,9343,0.3549,,6143,0.4132,,,,0.6758,0.6582,,,,,,,tag_a,,0.0701
POLUX64BIW8UO,5249280-41,CLIWXU2HHLDA2,natural,1913526161,Miguel Rodríguez,Masivo,Broker,BRKGYNSZ117,Broker Integral,Vida,Vida Grupo,A,COP,38051400.0,5%,ampliada,2025-03-29,2026-03-29,anual,vigente,sí,2026-03-29,cotizada,,838000.0,136700.0,974700.0,contado,anual,al_dia,0,0.0,2025-09-29,0,0.0,0.0,33,56,C,ASES003,Diana Rojas,2025-12-23,interesado,whatsapp,2026-02-08,Pendiente documentos,+573094904011,miguel.rodriguez50@example.com,Bogotá,Cundinamarca,2025-07-15,2026-01-10,crm,1,23,4860500.0,6,7414100.0,0.1984,,2025-12-27,,enviada,,0.1178,0.0718,,Débito automático,Bancolombia,RECG01LOI4P2,,0.0,normal,,,verde,67,45,0.882,0.8453,0.8564,8,0.8601,0.1512,0.0,0.0289,9,no,no,70,78,2,3,0,email,,en,no,sí,sí,46,empresa,0.0383,32100.0,Winback,referido,meta,cpc,renewals,llamada,2025-12-25,pago,13,sí,baja,en_revision,camara_comercio,2026-01-13,manual,FAC6SEURANDD,2026-01-07,2026-02-18,no,,,,sí,datos_inconsistentes,2,,6.225685,-73.361812,alta,0.5313,PSE,no,,no,,,2532,,2824,0.9151,,tag_a,0.2512,8419,,7811,,,4825,,3746,,flag_si,,,,,,,8599,1081,,tag_a,3215,2073,213,,830,,2445,,,8159,,flag_si,,678,0.8442,0.484,,,0.5141,,,,flag_si,,0.3085,,0.573,,,0.3252,,
POLTE2J403CNF,2361636-35,CLIO5Y0QNV4F0,natural,1055497871,Sofía Díaz,Masivo,Broker,BRKHMIE8989,Broker Norte,Vida,Vida Individual,Platinum,COP,14046900.0,$1.000.000,basica,2025-03-02,2026-03-02,anual,vigente,sí,2026-03-02,aceptada,,1541200.0,289500.0,1830700.0,financiado,anual,al_dia,0,0.0,2025-09-27,1,743700.0,0.4062,74,74,B,ASES004,Carlos Díaz,2025-12-23,contactado,enviar_cotizacion,2026-01-29,Cliente solicita ajuste de cobertura,+573538038301,sofia.diaz8@example.com,Bogotá,Cundinamarca,2025-04-05,2026-01-08,broker,1,88,4633200.0,2,13203400.0,0.1645,,2025-12-30,2026-01-09,enviada,,0.1116,-0.0273,,Transferencia,BBVA,RECNKK1JXPP9,,0.0,normal,,,amarillo,40,45,0.856,0.603,0.7587,8,0.6349,0.0432,0.894,0.2753,2,no,sí,59,67,1,1,0,email,,es,sí,sí,sí,83,persona,0.0894,137800.0,Renueva 2026,web,linkedin,organic,brand,llamada,2025-12-02,cambio cobertura,18,sí,baja,incompleta,,2025-10-24,manual,FACJFY4W8TR9,2025-10-26,2025-11-11,no,,,,sí,recaudo,2,mora,3.963101,-72.338086,alta,0.1812,,no,,no,,,,,,0.0841,0.3931,,,0.1002,0.0166,,,,6058,0.6617,0.6024,,4400,,0.163,,4395,5496,tag_a,tag_b,,,0.2338,,NA,0.0237,,0.8349,,0.9747,,,,,129,5019,,0.1355,,,,0.2315,,,,,,flag_si,,flag_no,,0.8684,1944,,
POLUH1I8YATYE,9905853-55,CLIVI673KLLZC,natural,268229017,Andrés Rodríguez,Corporate,Digital,,,Cumplimiento,Cumplimiento Judicial,A,COP,3925800.0,$500.000,premium,2025-09-05,2026-09-05,anual,vigente,sí,2026-09-05,aceptada,,1503500.0,239000.0,1742500.0,contado,anual,al_dia,0,0.0,2025-12-26,0,0.0,0.0,57,52,C,ASES003,Diana Rojas,2026-01-04,no_contactado,enviar_cotizacion,2026-02-07,Enviar propuesta,+573395523897,andres.rodriguez94@example.com,Bogotá,Cundinamarca,2025-11-14,2026-01-03,batch_import,4,106,3028400.0,4,6857600.0,0.1369,,2025-12-27,2026-01-07,enviada,,0.0312,0.1779,Cambio cobertura,PSE,Bancolombia,RECRXFX3AT25,,0.0,normal,,,verde,227,45,0.8579,0.7632,0.8993,0,0.6651,0.0918,0.916,0.3146,29,no,no,43,75,1,0,0,email,,es,sí,sí,sí,70,,0.0,0.0,Renueva 2026,broker,meta,,q1_2026,whatsapp,2025-11-23,soporte,42,no,baja,en_revision,cedula,2026-01-17,electrónica,FAC7RY0CGQ4H,2025-11-28,2025-12-09,no,,,,sí,validacion_doc,1,siniestro,6.181475,-72.144098,alta,0.5442,PSE,no,,sí,TCK6HHWMF1GZV,en_progreso,tag_a,0.2243,0.2261,3844,,,7253,,8555,2855,,,,3638,0.8173,,,,,tag_b,,0.9304,7522,,,1979,0.0954,0.4501,0.3375,,,,,,,0.8707,0.0835,9146,2996,8077,7122,tag_a,,,,,,,,flag_no,flag_no,,,276,9952,,tag_a,9274,
POL5I4EBO2J3A,6289106-39,CLIG59MNBO3WZ,natural,1668222906,Carlos Gómez,PYME,Broker,BRKCV1EXYB8,Broker Integral,Cumplimiento,Cumplimiento Contratos,B,COP,10083800.0,5%,basica+asistencia,2025-01-17,2025-04-17,trimestral,cancelada,sí,2025-04-17,cotizada,,2356200.0,311500.0,2667700.0,financiado,mensual,al_dia,0,0.0,2025-11-17,0,0.0,0.0,3,55,A,ASES003,Diana Rojas,2025-12-27,no_contactado,whatsapp,2026-02-06,Cliente solicita ajuste de cobertura,+573701369402,carlos.gomez72@example.com,Bogotá,Cundinamarca,2025-06-15,2026-01-13,core,5,10,10220300.0,6,20308800.0,0.0554,,2025-12-31,,enviada,,0.0438,-0.0329,Ajuste técnico,Transferencia,Bancolombia,RECNJCGWCD9J,,0.0,normal,,,rojo,-279,45,0.8123,0.7484,0.7738,11,0.4824,0.2021,0.199,0.0946,13,no,sí,4,59,0,2,0,whatsapp,,es,sí,sí,sí,72,persona,0.0296,69700.0,Renueva 2026,referido,google,email,renewals,portal,2026-01-11,consulta renovación,10,sí,baja,en_revision,certificado_bancario,2026-01-09,electrónica,FAC0DL7U1P8O,2025-11-14,2025-12-23,no,,,,sí,,1,mora,5.145395,-75.514089,baja,0.4085,Transferencia,no,,no,,,NA,0.4113,5058,,6262,,,NA,2976,,,,5766,0.2405,0.6724,,,NA,4654,,19,,tag_b,,,7131,,,,,,tag_b,0.8261,,,553,,,,,,,,6326,NA,,,,,0.6731,5867,,3649,,,,,,
POL7OPKLJ670L,5318419-19,CLIK94W6WUUMO,natural,270516126,Camila Herrera,Masivo,Broker,BRK5TVGUW48,Broker Integral,Autos,Auto Full,Silver,COP,10509300.0,0,ampliada,2025-10-16,2026-01-14,trimestral,vencida,no,,,,1320400.0,245800.0,1566200.0,contado,trimestral,al_dia,0,0.0,2025-11-08,0,0.0,0.0,41,89,B,ASES004,Carlos Díaz,2026-01-03,no_contactado,whatsapp,2026-01-30,Enviar propuesta,+573611372996,camila.herrera78@example.com,Barranquilla,Atlántico,2025-04-23,2026-01-01,broker,1,93,8889600.0,5,24346100.0,0.0364,,,,,,0.0,0.1868,Ajuste técnico,PSE,,REC14ZGIVSE0,,0.0,normal,,,rojo,-7,45,0.8942,0.8443,0.9429,10,0.7795,0.0821,0.993,0.1587,32,no,no,67,91,1,0,0,llamada,tarde,es,no,no,no,97,empresa,0.0407,53700.0,Cross-sell,web,,cpc,,email,2026-01-02,,45,no,alta,incompleta,certificado_bancario,2025-12-05,manual,FACRV4EIBKPK,2026-01-13,2026-02-01,sí,2025-11-10,actualizacion_datos,u_admin,sí,datos_inconsistentes,0,,6.289524,-75.148825,baja,0.3303,PSE,sí,2025-05-30,no,,,3099,,,,,,,,0.1028,,,0.126,,2223,,,,,,,,,9493,,6492,0.9792,,,5141,2307,4597,,821,,0.6738,,7983,,,,,,,,,,0.8469,,,,4592,,,,,0.3243,flag_no,,
POL62N3PP1VM3,5179598-17,CLIUDHAAHOP0E,natural,1388158250,Andrés Gómez,Masivo,Broker,BRKY66QB3KB,Broker Norte,Vida,Vida Plus,B,COP,24147600.0,5%,ampliada,2024-05-11,2025-05-11,anual,vencida,sí,2025-05-11,en_gestion,,2665500.0,463500.0,3129000.0,financiado,mensual,en_mora,22,560900.0,2025-12-25,1,1631900.0,0.5215,24,99,B,ASES003,Diana Rojas,2026-01-13,contactado,email,2026-02-08,Revisar mora,+573226140103,andres.gomez8@example.com,Cali,Valle del Cauca,2025-06-23,2026-01-18,crm,3,83,13080200.0,4,25356800.0,0.2902,servicio,,,,,0.0,0.0299,IPC,PSE,Bancolombia,RECQFF2K5C3Z,2026-02-05,513600.0,jurídica,2026-01-18,pago_parcial,rojo,-255,45,0.8823,0.7861,0.8107,1,0.5194,0.2929,0.06,0.2641,8,no,sí,26,89,0,1,0,whatsapp,,en,no,sí,no,54,empresa,0.0447,119100.0,,referido,linkedin,cpc,renewals,llamada,2026-01-01,,6,sí,baja,en_revision,soat,2025-12-03,manual,FAC1KJS08RWQ,2026-01-12,2026-02-02,sí,2026-01-05,actualizacion_datos,u_admin,sí,validacion_doc,4,siniestro,3.479546,-76.779644,alta,0.606,PSE,sí,2025-07-28,no,,,NA,,,1792,,,,,,,,,,,,,,,,0.2959,6266,0.6638,,,8840,0.9653,,,,0.0504,0.8904,,0.5769,,5416,,,0.5639,,,8314,1169,5131,,8140,,2976,,3427,,0.5003,6784,,,tag_b,,,0.0694,287
POLHFL1ZOPQZF,7855263-32,CLIEXU7FKC781,jurídica,978262699,Empresa Gómez S.A.S.,Masivo,Broker,BRKEF73GGAY,Broker Andes,Hogar,Hogar Total,Gold,COP,5026400.0,$1.000.000,ampliada,2025-03-13,2025-04-12,mensual,vencida,no,,,,1808400.0,220400.0,2028800.0,recaudo,trimestral,al_dia,0,0.0,2025-12-09,0,0.0,0.0,52,77,B,ASES001,Laura Gómez,2026-01-09,no_contactado,llamar,2026-01-29,Revisar mora,+573045897520,empresa.gomez56@example.com,Medellín,Antioquia,2025-05-04,2025-12-31,core,3,23,9962500.0,3,29121600.0,0.233,,,,,,0.0,0.1268,IPC,PSE,BBVA,RECU4I4CXGF8,,0.0,normal,,,rojo,-284,45,0.9149,0.9336,0.8233,9,0.5443,0.2338,1.033,0.5794,7,no,sí,27,81,1,1,0,llamada,,en,sí,no,sí,42,persona,0.0366,66200.0,Renueva 2026,,linkedin,email,q1_2026,portal,2026-01-02,soporte,18,sí,baja,completa,,2026-01-16,manual,FACG76RWR3S1,2025-12-03,2026-01-07,no,,,,no,,2,mora,10.567397,-75.872967,alta,0.0011,Transferencia,sí,2025-10-02,no,,,,tag_a,8373,0.3427,1833,,0.1346,,0.0944,,4549,8631,,,1816,326,,0.8315,,,2754,1022,,flag_no,,,,0.9184,,5351,0.6498,,0.1034,0.402,,,,6847,0.7289,9249,0.7798,,,,,0.1182,0.0,flag_no,,3388,0.7121,,0.3566,3339,,,0.2545,,
POLHIVDTS8MG0,2062009-77,CLIGQIT8D9GX2,jurídica,990118624,Empresa Pérez S.A.S.,Corporate,Directo,,,Autos,Auto Premium,Silver,COP,1214400.0,10%,basica+asistencia,2025-04-11,2026-04-11,anual,vigente,sí,2026-04-11,en_gestion,,1645700.0,241900.0,1887600.0,financiado,mensual,al_dia,0,0.0,2025-11-28,2,479400.0,0.254,39,63,C,ASES003,Diana Rojas,2025-12-15,no_contactado,llamar,2026-02-08,Revisar mora,+573751959902,empresa.perez3@example.com,Cartagena,Bolívar,2025-08-20,2026-01-10,batch_import,2,110,6920300.0,2,16915600.0,0.0,,,,,,0.0,0.0911,Ajuste técnico,Débito automático,Bancolombia,RECWQQOQSD8P,,0.0,normal,,,verde,80,45,0.9222,0.8238,0.7555,5,0.9315,0.0644,0.123,0.4347,35,no,sí,67,55,0,0,0,whatsapp,tarde,en,sí,sí,no,93,,0.0,0.0,,referido,linkedin,cpc,renewals,email,2025-12-24,pago,40,no,baja,en_revision,,2025-11-10,electrónica,FACMIJPW105U,2025-11-05,2025-11-16,no,,,,no,,3,vencimiento,3.773159,-76.527067,alta,0.9873,Transferencia,no,,no,,,,0.1332,,8159,,,9354,,,flag_no,0.6324,0.1283,0.5785,,,,,tag_a,,8788,0.6934,,,0.7006,,,,0.7535,,6463,0.8729,,,0.5,flag_no,,flag_si,,,1002,,,,0.7302,,,,8841,3112,0.6192,0.1866,,,0.0257,9748,4291,0.2845,1736,6815
